split,stem,image_width,image_height,background_pixels,cat_pixels,dog_pixels,ignored_pixels,foreground_pixels,foreground_fraction,bbox_x1,bbox_y1,bbox_x2,bbox_y2,bbox_width,bbox_height,component_count,largest_component_pixels,present_classes,image_sha256,image_dhash,mask_sha256,quality_status
train,000000240755_2689,256,256,51339,14197,0,0,14197,0.2166290283203125,43,34,216,203,173,169,1,14197,cat,e7034e9382cf0bf387f6064ebb3e80fec8d9e23880b1b05cc24ff9d1ba17a514,30c8e273f0f0e0d0,2de7406f30508aceb7ca5287a676968e5bae6c8e0bb2ad35973d3daa692f2deb,ok
train,000000246879_5659,256,256,64160,0,1376,0,1376,0.02099609375,79,101,142,146,63,45,3,1372,dog,656196fce1a53c0c2b7745b51d7fe11e609f0d4d16f4e438c82607a9f67fd48d,00000006878c0104,dbcda66cc88e1d21069526e42d512f27b30f25f1ddc0cea65035e38db25e87e0,ok
train,000000247301_4455,256,256,65335,201,0,0,201,0.0030670166015625,28,79,144,207,116,128,8,70,cat,b2b646891554fdfccef908d2a75cfd941155740da27c684c63b1c7fa62d45fbd,21210b0713332901,99996dd24bda7b28f6f2c0040664646653734c7347120afae9fc11ea490d1538,remove_broken_mask
train,000000249952_401,256,256,54779,10757,0,0,10757,0.1641387939453125,131,63,232,224,101,161,1,10757,cat,0b55a0db77342da1c0cac05b7a323cc9b3820dd39c75eee76dff3e97a8dcc18e,2e41c00c04868420,fb4faa2cc2226a5a78ae3381858f898b866cbd6e0b7d92981e6bac4337e4ba4f,ok
train,000000254540_1122,256,256,64516,1020,0,0,1020,0.01556396484375,161,125,214,172,53,47,1,1020,cat,be2a6a84ca3b765305bafe0a2fd8b9f23975a3402c04379f02f3b72aa507ee0f,a0801b1b02c2ecfa,7f16f370020b438ee254953b6b3be3467ea6ad215eb58e157a7ade9d9e5e0a03,ok
train,000000258305_3996,256,256,61039,4497,0,0,4497,0.0686187744140625,107,110,196,232,89,122,1,4497,cat,5fabea04c2618715773c972c24af9eba9f64dc827bebd9cf1e2d4e393b052b31,181818303434b474,c59a5a90352d02648841225475708829a721f471895a9139870da7d85213051c,ok
train,000000264476_4135,256,256,52386,13150,0,0,13150,0.200653076171875,57,109,231,235,174,126,1,13150,cat,aa7355e26edbd6514eeaf7f07bd311f566819e3357f0bc2f94b7b5b00457d4cf,44180a323088c1f0,b4a811b0a01ce8f3329e6e9b9e554537b26f401b11d6aef7cbb51ef8b0e77111,ok
train,000000268037_3690,256,256,59470,0,6066,0,6066,0.092559814453125,63,72,149,196,86,124,2,6065,dog,2341aad4eaab24aac93772c5525c285669adc6f3d068b86fcd0da2676d20baff,d9059a8e8e4eaae3,76266e3263503497c89a9ef79c32c11126a2e1adcc31d755debe714eb6acbbb1,ok
train,000000275028_3168,256,256,64652,884,0,0,884,0.01348876953125,79,76,132,102,53,26,1,884,cat,7850e640795cca682406319f8642b8ade9b40d31bd3746301c83199580e87b43,018567eec782898e,6fb38dc4662c1e66ff8adb2069e95af271928f44ac6425d08177b697871e4dfd,ok
train,000000275919_4499,256,256,65420,116,0,0,116,0.00177001953125,145,48,204,100,59,52,3,111,cat,582895bfb035a5946cac9d40aad30d4408114b3a071c37114aaaf9e8af734487,e371544e6f3cfff6,5aeb429aabd069a8b2513555e2457c8d08f2f27b49e110526db695be7369c892,remove_broken_mask
train,000000276693_104,256,256,61235,0,4301,0,4301,0.0656280517578125,21,112,87,225,66,113,1,4301,dog,8d2f048725a8f0002abeac800fe3700ea62078a0cecc2dc5f15d08afa5329226,313972616d6b6366,3dc6f4217b982bcd2d51095739a95d5c660d9438545de52c5992dc4348f898d3,ok
train,000000277688_5570,256,256,63139,0,2397,0,2397,0.0365753173828125,122,128,184,203,62,75,1,2397,dog,c174eda4cff1b492d88f7472f27ffef1ea00a9428ee081e453d56ab2dc8ade39,a76ccccecf8c1d7b,c6b9f0f743193d3164735e81c3b6a50957933e840d221d979ce01aa8616d2b22,ok
train,000000285257_4973,256,256,58497,7039,0,0,7039,0.1074066162109375,69,35,169,146,100,111,3,7035,cat,ac0c0c5c06d32044b967c98e91e45004effe994c9d96f63f747a09912324a2ec,82828e1602465650,c45ecc608483a1c065e06f1731af0e60a17753fc0ef07d73a5593ce8991190ab,ok
train,000000285699_2690,256,256,64124,1412,0,0,1412,0.02154541015625,189,62,224,121,35,59,1,1412,cat,51cfd96cdcefd3894c2a07fc897ac46a1e932630ce295900cfc232a7993cc42a,7118ad09d292d7ed,694e5809ad71ccf050cd4d859d5408afa339bd4b60bc2c5c07a7cda4e2bad7a4,ok
train,000000287341_6222,256,256,53994,0,11542,0,11542,0.176116943359375,70,69,228,195,158,126,1,11542,dog,0551d9ffed651b7f2eac2da79054a358d0da466fb3116fa3bc620465eec07d64,ef9dbbce775e8e80,bbb99c176323f37f52050e0c4c27fedc6916ea39197f20b5185e73001b52ca2e,ok
train,000000288776_84,256,256,60362,5174,0,0,5174,0.078948974609375,107,153,206,231,99,78,1,5174,cat,2381205077ce8435666a79c91a83d8693ba2168204fa9fd7efc908d9e3e0365a,3c2c1c2878391b0a,5699a78ce868e9a730aa0fe14bd5eaec23ddf186cf01e5f00ac85ad137553b08,ok
train,000000289696_5375,256,256,57394,8142,0,0,8142,0.124237060546875,121,49,234,219,113,170,1,8142,cat,3c859cfe1132c5d5155962eb6f35b0778aa68be073c0545017963d37f2ba203e,2323170d46222327,86025176be3dae7a2212b9d7ce466748bad3b322cb648f5995f59085a02b0f96,ok
train,000000294108_2480,256,256,59473,6063,0,0,6063,0.0925140380859375,91,99,175,222,84,123,1,6063,cat,34773a77984fd7a51f00cd31bbdf6c36c94868407a00a7c7d9e89418bb860cc7,800030c66373c624,019fc9529ea14ba51a68b22d70dc20ba63111e87599b6d5bb4e4f14885cf1ca5,ok
train,000000296782_6379,256,256,63839,0,1697,0,1697,0.0258941650390625,25,95,73,175,48,80,1,1697,dog,4da219fe917b48a9dddbefd5c10f20bc75a69bfb3e6b3e9a38de8798e5156330,398b826048281018,f7c237f57f75bc42c325ce2465211b90ecab3bb117df1e96362ec1063eb9fb79,ok
train,000000301885_3179,256,256,64841,0,695,0,695,0.0106048583984375,64,91,106,127,42,36,1,695,dog,487ea3626a7c585d6af1623fa0d36d95d4f7cbc7f5c58b150d26391a4de870d3,b944406060587071,77a1cfbbd34bcb72736517fdfc310cf74660f2bb15daeedb14b0bf5ba6f46470,ok
train,000000303706_1261,256,256,61258,4278,0,0,4278,0.065277099609375,67,166,178,236,111,70,2,4277,cat,327f59afda61cf33f0da36f076fe81333a92ce1fa451ed1aa0624a2d7932f27b,f9e1c1f083475363,35d10829d3d26b92783f12af12395ee405bc4f8b4d30ed3adba48ede84cb9ff8,ok
train,000000305100_2860,256,256,64639,0,897,0,897,0.0136871337890625,122,184,160,236,38,52,1,897,dog,f569eb9bfbda66364409e214e021feb26f340f82db318dbfb4ab0fa99b572ab0,20210a0405331a49,525c911f3496b480628fefcdca1ff9daed75d887baf5196d7979540df8d1b6d2,ok
train,000000307073_1489,256,256,64167,0,1369,0,1369,0.0208892822265625,66,70,117,145,51,75,3,1340,dog,5d336e024fa476c956e98a299b29eadbad3ff0a0c49fbcb900455063b4383774,acac5e5e7cfce4b5,725d5110321d9c71f8628ce4494581784164b962e5a51ac47f8bf07099ce956e,ok
train,000000308687_3712,256,256,62700,2836,0,0,2836,0.04327392578125,64,50,173,107,109,57,7,997,cat,6585c4ed3ab7898b26c0cc5383fa0112e33ab48c46f380c4c6bdb22409e1d389,44630f1d592770f2,1dd4c16e6ef8181e627273211978f3f397621e43c3d3b87657a8293363776c74,ok
train,000000310262_1601,256,256,63688,0,1848,0,1848,0.0281982421875,166,67,208,173,42,106,3,1845,dog,93f67d110f53667c910d74eb53e7e88cfbe5802ab7164c74799eee8dba1a2af3,f878f2e3fbf3b4fc,05ccf318a2a2e8d8e79329bbdf795bbe318a3ea9dcbd75eff006a0e0a58a1585,ok
train,000000312712_4537,256,256,48551,0,16985,0,16985,0.2591705322265625,62,50,209,203,147,153,1,16985,dog,f888d97e80f3561b7458951e749b268fbedf8e9b223ab5cc73a3e9617873e6f3,87f3f1b0742faf5e,15a6e3a723bc9f7a464e6361125d15e16feae840123758d80d66b70752213ca1,ok
train,000000317781_4461,256,256,49597,0,15939,0,15939,0.2432098388671875,36,78,209,216,173,138,1,15939,dog,3028c6c401edbbfa83bf9ed7d286911110980a4e0c8e1d8375bf431ae777d34a,d12bcdf1bbb99181,b111b0b3dea32a510d85aaab1544398fc146e2f1f6d81a4dad7afa1d755698df,ok
train,000000320350_103,256,256,61677,0,3859,0,3859,0.0588836669921875,102,154,166,233,64,79,1,3859,dog,eafc6936d9a23421554ec79c249bd3d62da8808cab56a0aa2abe41d5db31625c,99a8331313133616,944e682cfb9f931a35e2124de845ff540a20616c1e86e7cacbc42bf6800ff1b8,ok
train,000000323133_3236,256,256,63824,1712,0,0,1712,0.026123046875,23,61,90,106,67,45,1,1712,cat,a47c21708e829dec5a169a3f26e07f24a097161519fe7cea11814c4cb060fcad,9d3d383617265677,eacfce4a1c7d94f13ff8c3546f6f48283000373915ecd0ed57ce32af4fa4fce3,ok
train,000000323466_5790,256,256,48900,0,16636,0,16636,0.25384521484375,60,76,231,212,171,136,1,16636,dog,d6f7ece69b4bc6abfa5e072b8567ae3dd8e807aba375f1484aee1e3787d6c165,e7eff2d2ededadbf,4ae15faddd8ae29815c8339f69bd500a560488f7da428c15e85a47c1ce7f6874,ok
train,000000325298_2603,256,256,57880,7656,0,0,7656,0.1168212890625,77,39,183,133,106,94,1,7656,cat,19e3657a2d9827a827698a19ef659fe89cc4015fbbddc6b3b64831b4be4daf6d,4f29b17168581939,c680197fbe8c60d7c5972ea5b5657e8a456f7426a53d7dbc9f012676b95425e7,ok
train,000000325768_1316,256,256,63251,2285,0,0,2285,0.0348663330078125,146,126,203,194,57,68,1,2285,cat,afa3f44503cf816911aa049c0df7539bdd2abbc4f9705c0cf56d91d7de1246d0,09694c4d3cf5c6ed,977222db0027807263d6a96099fbff655cb816a6d2ffb504917601c49dea37aa,ok
train,000000326073_4335,256,256,60974,4562,0,0,4562,0.069610595703125,38,86,134,165,96,79,1,4562,cat,a8f45593748d57d4b26bb320c49812c4927300ddd5a790ae473de0409cd6cd0c,685462361c696870,90c860bc0e819ae0c5f9f193ab130136424fd0b30163ddc595e81a389a8e0937,ok
train,000000328760_6588,256,256,57818,0,7718,0,7718,0.117767333984375,84,46,214,170,130,124,2,7717,dog,52acb271181662276a25cd24f8bf5d42cb33b39dbb7a48a08e2b804216a8949d,c45cb3bbcba12b2b,f73c5e24dbd0c7efe5ee0c8f870afcfa7b5e86549cbea0b82e3ab371c1b2a51f,ok
train,000000332025_182,256,256,62669,0,2867,0,2867,0.0437469482421875,67,49,129,149,62,100,3,2864,dog,9ccebb1bfcf1a0181d3ea213971dc780eb8a9143febd0863fa91aeefdf4d0dc3,24189890180000c0,ca3046d8bd2c2d484ec62692cde0d8730e5d0442d57fe84f2a6a6be9eaf62184,ok
train,000000332568_7319,256,256,57832,0,7704,0,7704,0.1175537109375,60,121,202,227,142,106,1,7704,dog,9578ae343a88c8cf54bd09fb1060fb177709d3d3ccb3c5e96a26cb2af48ccb2f,7a5b5b7b6f775799,f60f550a4731e2cbc2ac339c4a04759efe7ab3a7976f9e912dc6294025fa25e9,ok
train,000000332844_1987,256,256,60775,0,4761,0,4761,0.0726470947265625,95,59,202,153,107,94,2,4734,dog,07c4f10a9e7a2cf70d2e884df2022131654f832b1e9e5373df1fdd1dcba5ee96,80a0ace793038284,6b87b66223e948bf16c4144329623e90686639616331f271efb16ba0d3bf470b,ok
train,000000334413_6888,256,256,59872,0,5664,0,5664,0.08642578125,42,71,192,163,150,92,1,5664,dog,62effa09cf144e4d3145e5dd081988cc0c2797f11c24915e649d722a3b451109,8970b2e7e4e64238,a4a01683a8e81cdc590418c385cbb6e154ee597bcc0961332ac7592a06b1849e,ok
train,000000335633_5425,256,256,60887,4649,0,0,4649,0.0709381103515625,34,87,171,211,137,124,2,2756,cat,1dbae059c24e1963cce4d88311c734e0174ac477ef94adb48240540077995358,18989404c0d9e747,0314e57abe99878c1a854f954db6996137b6ac9bd7e5d7bed0e7ddf68f157122,ok
train,000000336568_167,256,256,58945,0,6591,0,6591,0.1005706787109375,50,98,205,190,155,92,1,6591,dog,f3eb7810c685bbb6684295e3855fe38fb51ef268c5c8abd5c475f1e1784ce395,64ccf8939f0acc04,b06013e08013f2126c425a6706b797b4c1322f3127a20ddcc6dca9c77061e75a,ok
train,000000337044_1562,256,256,61564,0,3972,0,3972,0.06060791015625,77,93,187,190,110,97,2,3971,dog,22e0a7d75848fe63fbf2a25ffb954810190f69c00c4e132ccf5181c417fd2937,25a7899a8b87339a,6c012396338008532852269dd609a445fa3b467506e99d1bac2bf8b5502bbbc9,ok
train,000000352399_7349,256,256,62689,2847,0,0,2847,0.0434417724609375,61,102,167,162,106,60,1,2847,cat,fe56ffc14f1e5d7859e1919d6349e0c42a63718830edb452d5ff1ab0d1d8a307,92b1b187a56fe703,f9d9110dac7e2e06359047eb3de33ffa7d6c70d0da7d50cb22e17d3ae0189f20,ok
train,000000357470_5259,256,256,56103,9433,0,0,9433,0.1439361572265625,46,37,140,201,94,164,1,9433,cat,b1356e67ada2433f53b40b4be6168f58a469aab991304c600f12181fb8eda3ee,0020302020081a0e,8c6c276a9a7c767c127febe6008389505edb38bab7a111cbca4c0988dc849dfe,ok
train,000000358222_4657,256,256,60056,0,5480,0,5480,0.0836181640625,91,68,181,160,90,92,1,5480,dog,fb0b2ee0b5b1b48bdebf80bc5cd2a95b7aca7078c05b08506772e7f5a4475087,e6e6f6b2f606191b,0f6522510e9ab66454b390daa03bdfca8f2efbe313668c19c1595bb7c0ce5aeb,ok
train,000000368371_5813,256,256,52546,12990,0,0,12990,0.198211669921875,63,94,229,235,166,141,1,12990,cat,4286873130400eb15633e7efd4466d967a333d807a633d1677897567e4546f30,f8f8fcc18b9bd3cf,3aa0d46c3d6121ab2268205fab82fad1089703b960a42e5bbd91fb7df710eb56,ok
train,000000369817_2258,256,256,53942,11594,0,0,11594,0.176910400390625,50,59,176,226,126,167,2,11593,cat,24a26ef9b081289e215684795523b32c385d8202e664ab4a47d5ff60680079ef,276727afab8f8dc8,96c15456caf8651cbd5eb5d4045f0be2e34bc25f782a2c23263fda53561867ea,ok
train,000000372709_3956,256,256,56872,8664,0,0,8664,0.1322021484375,51,23,187,141,136,118,2,8623,cat,c6e6976f15e1b7923226c938feacc6b16b11461d98d46115784ee9767919bc38,66ae8c0c19331302,4ce138ba8794d76d89caa2166b5ad09fb46b783440e139d1f6f16dd04504d757,ok
train,000000372902_7334,256,256,62160,3376,0,0,3376,0.051513671875,48,47,147,95,99,48,1,3376,cat,33d8ed098c17da62efbcba006ca9d153426289c7ef4fe64677f0638fe06d1766,0707670d0b1f0d89,8ce83735c949160da6e0523d87ab961bb80ed91ec880993188a502971d23c3c1,ok
train,000000382737_1146,256,256,49432,16104,0,0,16104,0.2457275390625,43,54,211,209,168,155,1,16104,cat,dd443dfd8748eb9dff77bb8455990d2477a07fdee1a4b92aff85129cf476c925,3c2c2c9c5ce83708,2c1091cc5b3cade9f9d4f506a2b85d49bcd4d9681978adc5160ec44cd3e40268,ok
train,000000384308_235,256,256,64029,1507,0,0,1507,0.0229949951171875,48,80,102,134,54,54,2,1506,cat,5e6727741adc2a5963974493a96b54d646a0fb803b32cb73b38ffbe97c5b1f08,9040293030c04080,c441b3139a9e1d1f507d5bd6dcf12be495a082bef1108a77aafbbe7a1f50335b,ok
train,000000389382_4124,256,256,62506,3030,0,0,3030,0.046234130859375,169,114,230,198,61,84,1,3030,cat,4e533b741f6510fdd5e9485ff1a19be86eefed414e3ff7a208e9c41aca7ec5bb,8084c4c3c3c1c9c2,98a8ccbda6a9e8c9d98cc895a0b57da9929223e720e738b47cd9f48def8fb93f,ok
train,000000390262_3700,256,256,57029,0,8507,0,8507,0.1298065185546875,63,82,227,173,164,91,2,8506,dog,b0c62fb8d6f6f9d8bc13777be41641c918d144e58034cae262c193690ca543d6,2f85874178390040,006b126dbe43581155eae3c62eea571acdccba64f708f61aa30b82009776b40b,ok
train,000000397842_657,256,256,58453,0,7083,0,7083,0.1080780029296875,124,128,224,222,100,94,1,7083,dog,352f04f260f0fc08d9c7501d441af4c72f030d796e44012ade4673e17a2821d0,3c343af8e3e7e6d8,6d233ab91a7a886275f7ef1073603f712cfd25cfe960c33f42910c9a7398fe5e,ok
train,000000400134_3371,256,256,64092,0,1444,0,1444,0.02203369140625,181,141,219,211,38,70,2,1443,dog,de5c54c9350625203721e46161ffa1eca43d76ccbd1cbd616710cb676477fbe5,ececececcdcdfddd,afaf8b802491010ae44955ad19fa55ef98f5e89016dca61d4cbdc00f0916034d,ok
train,000000401299_5095,256,256,64486,0,1050,0,1050,0.016021728515625,183,83,218,139,35,56,1,1050,dog,f80fd22262a347b3f166233db2bdaa3466ef4c96a421aac29ea008ffa720a534,c3442424647cd898,147644cd3b14bc73381bff11b6567899b8a915bca9a0901e60cb8fff541dfb87,ok
train,000000402626_2245,256,256,63571,0,1965,0,1965,0.0299835205078125,95,134,180,177,85,43,1,1965,dog,682a6247249971af88da12c53071582e5eabdf7142611f2aafc41ea38cd30567,caca30aa24c6d311,98979fb023f6e4c2e77b275100905262b7140ad263e3d17b9a2d4524c9365eec,ok
train,000000404163_7058,256,256,54936,0,10600,0,10600,0.1617431640625,102,55,204,229,102,174,1,10600,dog,06997a691c7fa35c71a85bc61dbe98ff882860e4e5f75620b067bdc1597ac66f,65d29999d9999c54,73318d88a8287557c5b9ae25909693998e9fd3a7f86c66a97bfcf2fd031d630f,ok
train,000000410056_600,256,256,64248,0,1288,0,1288,0.0196533203125,38,142,110,188,72,46,2,1209,dog,9e0217aeae1da2d1ce3218ffc2e0d5056f1740340f70878746fffea13f236f9a,30353e2434383434,84f136ac1723596cf5f53f2e06dd5d7b434e60cd7c953dddfddc63d0370f30bb,ok
train,000000414588_4257,256,256,58086,7450,0,0,7450,0.113677978515625,30,42,203,177,173,135,4,6600,cat,a60caa2d69e39eab25dfdf14ec81fa852701220ff632b984b8c55e5ce06bea8c,094d08072262376d,b6241140617418d821bb6537f3b10313a2302eb9c9f89622111bcdad0a5e5555,ok
train,000000419618_7033,256,256,63427,2109,0,0,2109,0.0321807861328125,22,75,161,220,139,145,6,1165,cat,57c29794877167f4e751afaee8974c365aa275d16853ba4adf970d9dd7b119b3,cd64323e1f3f3f3c,0b8ce58ce2f7ddb485bb7ff8f52722e0f6e55f65c6ef411e4ea4b094fe0903a3,ok
train,000000423513_1954,256,256,59166,6370,0,0,6370,0.097198486328125,73,46,194,154,121,108,1,6370,cat,c3383b01e8f1cbc57306e4e3b115e940db2dfa8b0810937d049145d1dc14b1f2,3478191998840288,7627a1509edfe3d74748635d3b79cd05eb0ff4fb73ee3d2cf7aaf0da10967483,ok
train,000000427986_116,256,256,57359,0,8177,0,8177,0.1247711181640625,136,77,231,230,95,153,1,8177,dog,9b88e9cfe34b30bf8aa3f0a0d0529075f547e504bbf7c91894a3eadd87b9626a,6c6476024383b6fc,2f0cb4a5c2a2544494d70e5e2cf84ffa20cb9b043e13cba8d07db19fe8d11a85,ok
train,000000428746_3914,256,256,62697,0,2839,0,2839,0.0433197021484375,114,126,205,193,91,67,1,2839,dog,880dcb5806804763a3a9aee31e06e657043635b86aef9f7601628993c4dd7f1f,eff7afefc7c77766,f985c9c5a8f14d1bd6aceee925668f15b09acd122be6748c74e1f0f3972c13a7,ok
train,000000435698_3318,256,256,58873,6663,0,0,6663,0.1016693115234375,109,44,228,218,119,174,1,6663,cat,96767bb3f9114c1846a16323941db62ed97d0117c85e146641c9ecf610d911e1,14060e0e46cbc9b9,c8c58f46212d1968220859273781394d2a9f85e30a3f494174b82e0beb1e38ec,ok
train,000000440067_1700,256,256,50245,15291,0,0,15291,0.2333221435546875,42,21,170,196,128,175,1,15291,cat,cf1d42fb770a99ba2cae353fcce2a246be321302371317bfa96d14f85fd3660e,355119e7e1c30d20,32f569fd6b1ceda9a88ae80c1e20df0b11988b714be460bac5e42239c4173ea6,ok
train,000000445859_2851,256,256,57139,0,8397,0,8397,0.1281280517578125,54,88,203,216,149,128,1,8397,dog,e7e7d8ae15bbf128a70603293fe5479f4e34a6227b29c089508ab00903aee573,2587f968d4d29da1,0d55fad67c73277e9a2f5bf67bba8578bd2e32dbb7bfa2c74600ce4f87d0d09b,ok
train,000000447375_2795,256,256,62650,0,2886,0,2886,0.044036865234375,55,49,143,138,88,89,2,2885,dog,21e762cb2362a111167f7f4af284c0122eeed0c02fff451531698dc68b5ea5a3,b4c8181a9c0978c5,1fc52b706e134906e5d49fbeb37414f77b87d165992bff81c10365a7f7c40b7e,ok
train,000000449560_1234,256,256,54455,0,11081,0,11081,0.1690826416015625,130,35,230,192,100,157,1,11081,dog,b8296b8d89cc8a22b309dd3b54e6821dcd97b6e9b09eb1978e2199e73e0437ad,818c282a02032703,eedb3993e545eff57f122993c4851d1a4a6d115de1fab5c06bda4bb3d8378bae,ok
train,000000450160_4333,256,256,60241,0,5295,0,5295,0.0807952880859375,28,39,159,137,131,98,1,5295,dog,1bc5e1c66cada4235af848ff615aacfd792c5f8c9b6eebc83fc052b49ea2e3e1,e3722bac34d3d968,d3d6925d0ae86b4f0a37c1cc0c10d5bb26c78c9ca705c75c86f7748c5f17b170,ok
train,000000456176_3332,256,256,60489,0,5047,0,5047,0.0770111083984375,169,62,236,196,67,134,1,5047,dog,ebd239d51bb2bd54e316f79f5a92aec82cb3527d31832f0244a031a2dd32d3c9,2424c6c47de1a001,20888a24828e7bcd536c8a7b18280bf45ff0a6b472ac6f492d76e1d70f43b42f,ok
train,000000459111_4259,256,256,60660,0,4876,0,4876,0.07440185546875,100,94,182,204,82,110,2,4875,dog,641b462e9a3cdea5b8394c6fdee2c6801b1d29aaeee1cb547789088234cf7347,a5a468f0e4f0e0c2,22ff378d692ab64247e5279de29d5217bbf606de5f487a5b0f60302a9a4ab6a5,ok
train,000000467978_731,256,256,57239,0,8297,0,8297,0.1266021728515625,59,146,236,234,177,88,1,8297,dog,cbb8904fac31de14d3f5674b52b019617c77cc9c97937d1035b3758d000e2687,84a35b5b72f33387,132f6ee7a32a3646dcabe95fea3e6e26702c28347880c8d01505a03396e49686,ok
train,000000468162_273,256,256,63463,0,2073,0,2073,0.0316314697265625,172,50,236,117,64,67,1,2073,dog,2e3d09f7b12d9d1860be2278c3e3945b5dc88587f096337f709dccbce7387511,984c41058647c7ef,43cff216964429a0e3589122e1f202dec0a6a1803ddc2c22b49a58f01b716c7e,ok
train,000000468742_7558,256,256,60304,5232,0,0,5232,0.079833984375,87,157,225,237,138,80,1,5232,cat,d894bef611efc5ddb6bec49dd9a4ee0632103c7bbd9b2f690ef9fdc0918964a4,2b5b3fc1482ded4f,a97b508782b1a2f88b1f4e0ca74803e66b7d287e9f77eba468c84961fa050b74,ok
train,000000474434_3544,256,256,55525,10011,0,0,10011,0.1527557373046875,53,33,211,159,158,126,4,6303,cat,a10eb07c1655b1dcff247cf3f548f318866593f3e20aece96f2c7e8d225e3248,fff766263648b0b0,d4938944cfb31a7024984b0f3c19817ce1222bd2adafec53732ebefe0cc0f377,ok
train,000000475317_6323,256,256,57570,7966,0,0,7966,0.121551513671875,67,37,157,189,90,152,1,7966,cat,51019ca179363432ce754db2e839ed1077def82dfd0e5cd9e8edb2d73cd678cc,989e9501a70f5c70,de27ddfab474774b62a52432b31a215087bec60ad0c97cfbcf958e5b2511d73d,ok
train,000000476468_3727,256,256,61659,0,3877,0,3877,0.0591583251953125,92,29,161,191,69,162,3,3432,dog,5cdff8caea3a4bfd6d28e39ac3782b85efbd48389ea9c12886164f50129b220d,1e7561e9d991383c,b2151cf475d0aa56c649cdd2422f93ef5b1fae610257868db6d8d47f659bc1df,ok
train,000000477647_5556,256,256,60124,5412,0,0,5412,0.08258056640625,42,108,186,226,144,118,1,5412,cat,5dfa8c064b4ff1fe51ce78ebd25b8a1e1d5dfec933f9e897348962c54cb5bbfb,63e2e1e6e48c3278,9e78862da11eef94629e3fb23e25774118b98c740898021adabca8cb4a025315,ok
train,000000478351_2868,256,256,60926,0,4610,0,4610,0.070343017578125,109,82,207,218,98,136,1,4610,dog,a4654c00b1992c40ff19940b63e80c4278c6540a870ff96e4dbe6b1ac6a24b84,c4409c8b280c06af,162c022ef7ce573e30bae98168e21f44d71a04608fbd3fc9e55c9ba15016ccdd,ok
train,000000479621_2960,256,256,62980,0,2556,0,2556,0.03900146484375,125,78,185,141,60,63,1,2556,dog,ccc2c16e88df997d593fdc6850bfaec737820be40c43edfa0aab8568bdb022a7,461697b6071b0b06,9de294c74daecb60c47b1ac71f272bcdb509ad635cdac2625f3664554b756174,ok
train,000000481101_7500,256,256,56041,0,9495,0,9495,0.1448822021484375,42,35,196,168,154,133,1,9495,dog,7148af719d024914f7f25e40ed68407689b5304914365ed7efd8b0ee04b74588,42aa8ec648494c19,8279fa86f1826e523d26931e426dbb9850643d4df162445807058800219951d7,ok
train,000000481212_908,256,256,60905,4631,0,0,4631,0.0706634521484375,128,122,216,233,88,111,1,4631,cat,856d000cd6059949af817e4d3b817eb076e89e97205bb9f8191a93c49e52f275,7e9b999dcac3c637,862ca68f7095b44b55ff374d9c3aa84e94948e55de5df9ae160a2913af56ae73,merge_duplicate
train,000000481212_908_1,256,256,56952,0,8584,0,8584,0.1309814453125,75,43,230,154,155,111,2,8581,dog,856d000cd6059949af817e4d3b817eb076e89e97205bb9f8191a93c49e52f275,7e9b999dcac3c637,43a9e62167186e1418ec7a0869ee4dd39bdd0cd0e21038543b5a9b5461e04605,merge_duplicate
train,000000486777_3821,256,256,59429,6107,0,0,6107,0.0931854248046875,104,30,215,176,111,146,1,6107,cat,ffa98da0c4133f5dad7d9bf286919975a10030e7edb754ca3e24673f01fa3745,a4f43030987878fc,34556a873ac5d3cfe41c69a26029fc53fe5a75910077d92af16f0ed36c8716ee,ok
train,000000487851_5050,256,256,61921,3615,0,0,3615,0.0551605224609375,131,155,226,212,95,57,1,3615,cat,83a3279853713a63ca1ffbdd91efddd25c453dbedcfc07a653e38052774a3b83,1c1e1b3918130713,3c787b89f1c69cef1e6af0cdd582851da31f04d153404a939e102eed0e1bf395,ok
train,000000492683_2281,256,256,62540,0,2996,0,2996,0.04571533203125,141,113,214,182,73,69,1,2996,dog,23cacf46ccb211303a1da18c0ca18907e6a6b841321f26199369f0eac77bb5b5,60072008091d3bff,0b7043a75a3e240f67685866c6e298e2854f1b50726cbd904b299b96c368fe8e,ok
train,000000494678_5439,256,256,58568,0,6968,0,6968,0.1063232421875,59,81,217,222,158,141,1,6968,dog,1807be0fc440e8ab5dcba9e227c1297fbe14ab87912a2069092602e41358242f,04912439882d0d33,b2f736efbca5b8c807f94611684ba1391ae1242166d8ee69ee6079dd5d4aa9ab,ok
train,000000495637_6216,256,256,54597,0,10939,0,10939,0.1669158935546875,36,73,183,200,147,127,1,10939,dog,5051255535a35b220ef0602a5175a271402b3d846f491710dcdfc0b7d1d73e7d,30503c1e0e18ff0f,5229316683b229b57644fe4c57d375fa0118b9fd436eee089a8523d8de22b87b,ok
train,000000496657_3062,256,256,64858,678,0,0,678,0.010345458984375,132,78,157,114,25,36,1,678,cat,67f117a984f49da516238f347f081b15aca93ff4f4bee5d23420ce680e60d8f3,6e6e6e7ef4fcf6be,163ef4cc35a5ab347e64cd450cce55a0584018f02958a6126de8f7b85c7f63f3,ok
